date,ticker,open,high,low,close,adj_close,volume
2022-12-02,GOOG,99.37000274658203,101.1500015258789,99.16999816894531,100.83000183105469,100.5829849243164,18821500
2022-12-02,AMZN,94.4800033569336,95.36000061035156,93.77999877929688,94.12999725341797,94.12999725341797,72496400
2022-12-02,SAP,111.16000366210938,112.48999786376953,110.63999938964844,112.02999877929688,108.83242797851562,906900
2022-12-02,META,117.83000183105469,124.04000091552734,117.61000061035156,123.48999786376953,123.11930084228516,39950500
2022-12-02,NVDA,16.659000396728516,16.933000564575195,16.44499969482422,16.875999450683594,16.864892959594727,371389000
2022-12-02,NFLX,310.489990234375,321.989990234375,310.0,320.4100036621094,320.4100036621094,12690600
2022-12-02,AAPL,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.27182006835938,65447400
2022-12-05,GOOG,99.81500244140625,101.75,99.3550033569336,99.87000274658203,99.6253433227539,19955500
2022-12-05,AMZN,93.05000305175781,94.05999755859375,90.81999969482422,91.01000213623047,91.01000213623047,71535500
2022-12-05,SAP,110.76000213623047,111.25,109.94999694824219,110.2699966430664,107.1226577758789,661200
2022-12-05,META,121.75,124.66999816894531,121.3499984741211,122.43000030517578,122.06248474121094,35474900
2022-12-05,NVDA,16.679000854492188,16.9950008392334,16.472000122070312,16.610000610351562,16.599071502685547,352255000
2022-12-05,NFLX,316.4599914550781,322.7699890136719,310.9200134277344,312.5899963378906,312.5899963378906,8423000
2022-12-05,AAPL,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,145.1040802001953,68826400
2022-12-06,GOOG,99.66999816894531,100.20999908447266,96.76000213623047,97.30999755859375,97.07160186767578,20877600
2022-12-06,AMZN,90.5,91.04000091552734,87.9000015258789,88.25,88.25,75503600
2022-12-06,SAP,109.48999786376953,109.48999786376953,107.27999877929688,107.7699966430664,104.69401550292969,871000
2022-12-06,META,119.91000366210938,120.55000305175781,113.73999786376953,114.12000274658203,113.77742767333984,43689200
2022-12-06,NVDA,16.530000686645508,16.572999954223633,15.819000244140625,15.987000465393066,15.976482391357422,352694000
2022-12-06,NFLX,311.0,313.2200012207031,303.1300048828125,305.55999755859375,305.55999755859375,7195400
2022-12-06,AAPL,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,141.42283630371094,64727200
2022-12-07,GOOG,96.7699966430664,97.30999755859375,95.0250015258789,95.1500015258789,94.91690063476562,26647900
2022-12-07,AMZN,88.33999633789062,89.88999938964844,87.4800033569336,88.45999908447266,88.45999908447266,68086900
2022-12-07,SAP,107.48999786376953,108.05999755859375,106.75,107.87000274658203,104.79116821289062,1010500
2022-12-07,META,113.76000213623047,115.87999725341797,112.87999725341797,113.93000030517578,113.58800506591797,29461100
2022-12-07,NVDA,15.772000312805176,16.18600082397461,15.666999816894531,16.1200008392334,16.10939598083496,372388000
2022-12-07,NFLX,306.5,309.6099853515625,302.1000061035156,308.4200134277344,308.4200134277344,7821600
2022-12-07,AAPL,142.19000244140625,143.3699951171875,140.0,140.94000244140625,139.4733428955078,69721100
2022-12-08,GOOG,95.69000244140625,95.87000274658203,93.80000305175781,93.94999694824219,93.71984100341797,25593200
2022-12-08,AMZN,89.23999786376953,90.86000061035156,87.87999725341797,90.3499984741211,90.3499984741211,73305900
2022-12-08,SAP,107.16000366210938,108.36000061035156,106.55000305175781,107.81999969482422,104.74259185791016,902600
2022-12-08,META,116.38999938964844,117.33999633789062,114.58999633789062,115.33000183105469,114.98379516601562,30619400
2022-12-08,NVDA,16.273000717163086,17.179000854492188,15.958999633789062,17.16900062561035,17.157705307006836,515456000
2022-12-08,NFLX,309.1099853515625,312.3800048828125,304.80999755859375,310.260009765625,310.260009765625,7205300
2022-12-08,AAPL,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.16551208496094,62128300
2022-12-09,GOOG,93.9000015258789,94.48999786376953,93.0199966430664,93.06999969482422,92.84199523925781,21885300
2022-12-09,AMZN,88.9000015258789,90.30000305175781,88.62999725341797,89.08999633789062,89.08999633789062,67398500
2022-12-09,SAP,107.47000122070312,108.05000305175781,107.2300033569336,107.29000091552734,104.22772216796875,543200
2022-12-09,META,115.30000305175781,117.54000091552734,113.87000274658203,115.9000015258789,115.55208587646484,26033400
2022-12-09,NVDA,17.15999984741211,17.58300018310547,16.975000381469727,17.000999450683594,16.98981285095215,465338000
2022-12-09,NFLX,321.45001220703125,329.0,319.5199890136719,320.010009765625,320.010009765625,14364000
2022-12-09,AAPL,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,140.68063354492188,76097000
2022-12-12,GOOG,93.08999633789062,93.875,91.9000015258789,93.55999755859375,93.33079528808594,27380900
2022-12-12,AMZN,89.20999908447266,90.58000183105469,87.87000274658203,90.55000305175781,90.55000305175781,61999800
2022-12-12,SAP,107.22000122070312,108.37999725341797,107.16999816894531,108.36000061035156,105.26717376708984,951700
2022-12-12,META,115.18000030517578,115.72000122070312,113.13999938964844,114.70999908447266,114.36566162109375,24747100
2022-12-12,NVDA,17.03700065612793,17.538000106811523,16.797000885009766,17.53499984741211,17.52346420288086,457328000
2022-12-12,NFLX,320.0,323.17999267578125,308.8500061035156,315.17999267578125,315.17999267578125,10148600
2022-12-12,AAPL,142.6999969482422,144.5,141.05999755859375,144.49000549316406,142.98638916015625,70462700
2022-12-13,GOOG,98.06999969482422,99.80000305175781,95.37999725341797,95.8499984741211,95.61518859863281,34788500
2022-12-13,AMZN,95.2300033569336,96.25,90.5199966430664,92.48999786376953,92.48999786376953,100212000
2022-12-13,SAP,112.22000122070312,112.81999969482422,109.30999755859375,109.80999755859375,106.67578887939453,1050900
2022-12-13,META,122.12999725341797,123.30000305175781,118.63999938964844,120.1500015258789,119.7893295288086,44701100
2022-12-13,NVDA,18.5310001373291,18.790000915527344,17.711000442504883,18.07200050354004,18.06011199951172,656589000
2022-12-13,NFLX,328.0,332.7200012207031,317.20001220703125,320.3399963378906,320.3399963378906,10756400
2022-12-13,AAPL,149.5,149.97000122070312,144.24000549316406,145.47000122070312,143.95616149902344,93886200
2022-12-14,GOOG,95.54000091552734,97.22000122070312,93.94000244140625,95.30999755859375,95.07650756835938,26452900
